store_name,city,zip_code,store_location,county,category_name,vendor_name,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,year,month,day,day_of_week
hy-vee,des moines,50315,POINT (-93.602372 41.526289),polk,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.31,4.97,36,178.92,27.0,7.13,2014,8,5,1
kwik shop,davenport,52803,POINT (-90.55865800000001 41.538288),scott,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.31,4.97,36,178.92,27.0,7.13,2015,3,2,0
cubby's red oak,red oak,51566,POINT (-95.232924 41.027387),montgomery,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.31,4.97,36,178.92,27.0,7.13,2014,7,8,1
sa petro mart,west des moines,50265,POINT (-93.703344 41.570743),polk,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.31,4.97,36,178.92,27.0,7.13,2015,8,13,3
southside liquor & tobacco,iowa city,52240,POINT (-91.52741 41.643807),johnson,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.31,4.97,36,178.92,27.0,7.13,2015,9,9,2
price chopper ,des moines,50312,POINT (-93.663337 41.586313),polk,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.31,4.97,36,178.92,27.0,7.13,2016,1,7,3
bucky's express,council bluffs,51501,POINT (-95.879147 41.234536000000006),pottawattamie,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.3,4.96,36,178.56,27.0,7.13,2012,4,4,2
atc liquor,davenport,52802,POINT (-90.589149 41.521586),scott,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.3,4.96,36,178.56,27.0,7.13,2012,5,24,3
price chopper ,des moines,50312,POINT (-93.663337 41.586313),polk,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.31,4.97,36,178.92,27.0,7.13,2015,4,20,0
circle k,muscatine,52761,POINT (-91.041149 41.431606),muscatine,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.3,4.96,72,357.12,54.0,14.27,2012,2,8,2
downtown pantry,des moines,50309,POINT (-93.62452 41.585651),polk,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.31,4.97,36,178.92,27.0,7.13,2015,6,25,3
the liquor store,davenport,52806,POINT (-90.57611300000002 41.574536),scott,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.31,4.97,36,178.92,27.0,7.13,2014,4,23,2
tobacco hut,council bluffs,51501,POINT (-95.873073 41.261866),pottawattamie,100 proof vodka,mccormick distilling co,mccormick vodka,12,750,3.3,4.96,9,44.64,6.75,1.78,2012,4,24,1
hy-vee,davenport,52804,POINT (-90.611972 41.538207),scott,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.46,11.19,24,268.56,42.0,11.1,2012,11,20,1
wal-mart,clinton,52732,POINT (-90.245005 41.818874),clinton,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.47,11.21,30,336.3,52.5,13.87,2014,1,30,3
north scott foods,eldridge,52748,POINT (-90.577311 41.654695000000004),scott,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.46,11.19,60,671.4,105.0,27.74,2013,8,21,2
wal-mart,altoona,50009,POINT (-93.505276 41.644195),polk,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.46,11.19,36,402.84,63.0,16.64,2012,8,22,2
hy-vee,sioux city,51105,POINT (-96.364108 42.487752),woodbury,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.46,11.19,24,268.56,42.0,11.1,2013,7,1,0
no frills supermarkets,glenwood,51534,POINT (-95.742987 41.04635),mills,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.47,11.21,24,269.04,42.0,11.1,2015,11,3,1
wal-mart,west burlington,52655,POINT (-91.158407 40.813125),des moines,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.46,11.19,24,268.56,42.0,11.1,2012,8,14,1
hy-vee,davenport,52804,POINT (-90.611972 41.538207),scott,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.47,11.21,24,269.04,42.0,11.1,2015,2,18,2
wal-mart,west burlington,52655,POINT (-91.158407 40.813125),des moines,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.47,11.21,36,403.56,63.0,16.64,2013,11,11,0
wal-mart,clinton,52732,POINT (-90.245005 41.818874),clinton,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.47,11.21,24,269.04,42.0,11.1,2015,4,9,3
oasis,des moines,50309,POINT (-93.624735 41.575661),polk,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.47,11.21,4,44.84,7.0,1.85,2015,4,15,2
north scott foods,eldridge,52748,POINT (-90.577311 41.654695000000004),scott,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.46,11.19,30,335.7,52.5,13.87,2013,1,29,1
hy-vee,cedar rapids,52403,POINT (-91.60978 41.976835),linn,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.47,11.21,4,44.84,7.0,1.85,2013,11,11,0
hy-vee,sioux city,51105,POINT (-96.364108 42.487752),woodbury,100 proof vodka,mccormick distilling co,mccormick vodka pet,6,1750,7.46,11.19,24,268.56,42.0,11.1,2012,3,19,0
wal-mart,davenport,52806,POINT (-90.620069 41.559268),scott,neutral grain spirits,luxco inc,everclear 151,12,750,8.0,12.0,36,432.0,27.0,7.13,2020,10,26,0
wal-mart,cedar rapids,52404,POINT (-91.718042 41.949215),linn,neutral grain spirits,luxco inc,everclear alcohol,12,750,9.0,13.5,36,486.0,27.0,7.13,2017,12,5,1
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,neutral grain spirits,luxco inc,everclear alcohol,12,750,8.0,12.0,24,288.0,18.0,4.75,2019,11,14,3
a j's liquor ii,ames,50010,POINT (-93.650838 42.021461),story,american alcohol,luxco inc,everclear alcohol,12,750,8.25,12.38,36,445.68,27.0,7.13,2012,10,16,1
wilkie liquors,mount vernon,52314,POINT (-91.410401 41.918328),linn,neutral grain spirits,luxco inc,everclear alcohol,12,750,9.0,13.5,36,486.0,27.0,7.13,2018,9,13,3
downtown liquor,sioux city,51101,POINT (-96.394671 42.495324),woodbury,neutral grain spirits,luxco inc,everclear 151,12,750,8.0,12.0,24,288.0,18.0,4.75,2020,10,7,2
sam's club,ames,50010,POINT (-93.613648 42.001123),story,american alcohol,luxco inc,everclear alcohol,12,750,8.25,12.38,36,445.68,27.0,7.13,2012,11,12,0
hy-vee,burlington,52601,POINT (-91.136655 40.814666),des moines,american alcohol,luxco inc,everclear alcohol,12,750,8.75,13.13,36,472.68,27.0,7.13,2013,11,18,0
sam's club,dubuque,52002,POINT (-90.737821 42.515289),dubuque,neutral grain spirits,luxco inc,everclear 151,12,750,8.0,12.0,24,288.0,18.0,4.75,2020,10,30,4
hy-vee,coralville,52241,POINT (-91.591868 41.682337000000004),johnson,neutral grain spirits,luxco inc,everclear 151,12,750,8.0,12.0,24,288.0,18.0,4.75,2020,11,30,0
hy-vee,iowa city,52240,POINT (-91.53046300000001 41.642764),johnson,neutral grain spirits,luxco inc,everclear alcohol,12,750,9.0,13.5,36,486.0,27.0,7.13,2018,8,15,2
hy-vee,muscatine,52761,POINT (-91.035138 41.451349),muscatine,neutral grain spirits,luxco inc,everclear alcohol,12,750,8.0,12.0,24,288.0,18.0,4.75,2019,11,11,0
sam's club,waterloo,50702,POINT (-92.353103 42.456374),black hawk,neutral grain spirits,luxco inc,everclear alcohol,12,750,9.0,13.5,24,324.0,18.0,4.75,2019,3,18,0
central city,des moines,50314,POINT (-93.613739 41.60572),polk,neutral grain spirits,luxco inc,everclear alcohol,12,750,8.0,12.0,24,288.0,18.0,4.75,2019,11,7,3
fareway stores,cedar rapids,52404,POINT (-91.726726 41.963791),linn,neutral grain spirits,luxco inc,everclear alcohol,12,750,9.0,13.5,36,486.0,27.0,7.13,2018,5,9,2
hy-vee,iowa city,52240,POINT (-91.53046300000001 41.642764),johnson,american alcohol,luxco inc,everclear alcohol,12,750,9.0,13.5,72,972.0,54.0,14.27,2014,11,3,0
hy-vee,dubuque,52001,POINT (-90.666497 42.49721900000001),dubuque,neutral grain spirits,luxco inc,everclear alcohol,12,750,9.0,13.5,24,324.0,18.0,4.75,2018,10,2,1
hy-vee,muscatine,52761,POINT (-91.035138 41.451349),muscatine,american alcohol,luxco inc,everclear alcohol,12,750,8.75,13.13,36,472.68,27.0,7.13,2013,11,18,0
sam's club,dubuque,52002,POINT (-90.737821 42.515289),dubuque,neutral grain spirits,luxco inc,everclear 151,12,750,8.0,12.0,24,288.0,18.0,4.75,2020,5,29,4
fareway stores,polk city,50226,POINT (-93.719323 41.763876),polk,neutral grain spirits,luxco inc,everclear alcohol,12,750,9.0,13.5,36,486.0,27.0,7.13,2017,8,3,3
hy-vee,cedar rapids,52405,POINT (-91.697941 41.97447),linn,neutral grain spirits,luxco inc,everclear alcohol,12,750,8.0,12.0,24,288.0,18.0,4.75,2019,12,30,0
central city,des moines,50314,POINT (-93.619787 41.60566),polk,american alcohol,luxco inc,everclear alcohol,12,750,8.25,12.38,36,445.68,27.0,7.13,2012,6,11,0
hy-vee,clinton,52732,POINT (-90.193204 41.836268000000004),clinton,neutral grain spirits,luxco inc,everclear alcohol,12,750,9.0,13.5,36,486.0,27.0,7.13,2018,9,26,2
super saver liquor -muscatine,muscatine,52761,POINT (-91.042755 41.440327),muscatine,neutral grain spirits,luxco inc,everclear alcohol,12,750,8.0,12.0,8,96.0,6.0,1.58,2019,12,16,0
hy-vee,cedar rapids,52404,POINT (-91.658577 41.955859),linn,aged dark rum,diageo americas,myers's rum original dark,12,1000,13.0,19.5,4,75.0,4.0,1.06,2017,12,26,1
hy-vee,clarinda,51632,POINT (-95.037849 40.726808),page,jamaica rum,diageo americas,myers's rum original dark,12,1000,11.95,17.93,4,71.72,4.0,1.06,2012,6,12,1
quick shop,clear lake,50428,POINT (-93.378772 43.142868),cerro gord,aged dark rum,diageo americas,myers's rum original dark,12,1000,13.0,19.5,4,75.0,4.0,1.06,2017,7,20,3
hy-vee,cedar rapids,52404,POINT (-91.658577 41.955859),linn,aged dark rum,diageo americas,myers's rum original dark,12,1000,12.5,18.75,2,18.75,2.0,0.52,2016,8,30,1
hy-vee,cedar falls,50613,POINT (-92.435236 42.512789),black hawk,jamaica rum,diageo americas,myers's rum original dark,12,1000,12.5,18.75,4,75.0,4.0,1.06,2015,5,6,2
hy-vee,muscatine,52761,POINT (-91.035138 41.451349),muscatine,aged dark rum,sazerac company  inc,myers's original dark rum,12,1000,13.0,19.5,2,39.0,2.0,0.52,2019,11,18,0
hy-vee,west des moines,50265,POINT (-93.73162 41.571127),polk,aged dark rum,sazerac company  inc,myers's original dark rum,12,1000,13.0,19.5,4,78.0,4.0,1.05,2020,8,12,2
hy-vee,council bluffs,51503,POINT (-95.825137 41.242732),pottawatta,aged dark rum,sazerac company  inc,myers's original dark rum,12,1000,13.0,19.5,6,117.0,6.0,1.58,2020,5,28,3
sam's mainstreet market,solon,52333,POINT (-91.494611 41.807199),johnson,aged dark rum,diageo americas,myers's rum original dark,12,1000,13.0,19.5,4,75.0,4.0,1.06,2018,6,18,0
the boonedocks,arnolds park,51331,POINT (-95.125928 43.370941),dickinson,aged dark rum,sazerac company  inc,myers's original dark rum,12,1000,13.0,19.5,2,39.0,2.0,0.52,2020,10,14,2
quick shop,clear lake,50428,POINT (-93.378772 43.142868),cerro gord,aged dark rum,diageo americas,myers's rum original dark,12,1000,13.0,19.5,2,39.0,2.0,0.52,2018,8,2,3
cork it!,le mars,51031,POINT (-96.178219 42.776296),plymouth,aged dark rum,sazerac company  inc,myers's original dark rum,12,1000,13.0,19.5,6,117.0,6.0,1.58,2020,11,24,1
johncy's liquor store inc,north liberty,52317,POINT (-91.60761 41.738129),iowa,jamaica rum,diageo americas,myers's rum original dark,12,1000,11.95,17.93,4,71.72,4.0,1.06,2012,11,19,0
bender's foods,bellevue,52031,POINT (-90.42292 42.255449),jackson,jamaica rum,diageo americas,myers's rum original dark,12,1000,12.5,18.75,4,75.0,4.0,1.06,2015,6,8,0
hy-vee,mason city,50401,POINT (-93.17114 43.14623),cerro gord,aged dark rum,diageo americas,myers's rum original dark,12,1000,13.0,19.5,4,75.0,4.0,1.06,2016,11,10,3
"smoke shop, the",des moines,50320,POINT (-93.597011 41.570844),polk,gold rum,bacardi usa inc,bacardi gold mini,12,50,5.54,8.31,12,99.72,0.6,0.15,2019,11,16,5
hy-vee,council bluffs,51501,POINT (-95.855054 41.261673),pottawatta,gold rum,bacardi usa inc,bacardi gold mini,12,50,5.54,8.31,4,33.24,0.2,0.05,2020,8,7,4
"smoke shop, the",des moines,50320,POINT (-93.597011 41.570844),polk,gold rum,bacardi usa inc,bacardi gold mini,12,50,5.54,8.31,12,99.72,0.6,0.15,2020,11,27,4
bucky's express,council bluffs,51501,POINT (-95.900444 41.244643),pottawatta,gold rum,bacardi usa inc,bacardi gold mini,12,50,5.54,8.31,2,16.62,0.1,0.02,2019,11,6,2
smokin' joe's,north liberty,52317,POINT (-91.60759 41.739524),johnson,gold rum,bacardi usa inc,bacardi gold mini,12,50,5.54,8.31,3,24.93,0.15,0.03,2020,11,24,1
i-80 liquor,council bluffs,51501,POINT (-95.8792 41.238092),pottawatta,gold rum,bacardi usa inc,bacardi gold mini,12,50,5.54,8.31,12,99.72,0.6,0.15,2020,10,7,2
smokin' joe's,north liberty,52317,POINT (-91.60759 41.739524),johnson,gold rum,bacardi usa inc,bacardi gold mini,12,500,5.54,8.31,12,99.72,6.0,1.58,2019,7,23,1
tequila's liquor store,des moines,50316,POINT (-93.59704 41.594713),polk,gold rum,bacardi usa inc,bacardi gold mini,12,50,5.54,8.31,3,24.93,0.15,0.03,2020,10,2,4
hy-vee,des moines,50317,POINT (-93.573845 41.604312),polk,gold rum,bacardi usa inc,bacardi gold mini,12,50,5.54,8.31,2,16.62,0.1,0.02,2019,10,31,3
hy-vee,newton,50208,POINT (-93.034296 41.69916),jasper,gold rum,bacardi usa inc,bacardi gold mini,12,50,5.54,8.31,2,16.62,0.1,0.02,2020,1,7,1
new star liquor & tobacco ,fort dodge,50501,POINT (-94.173816 42.501131),webster,gold rum,bacardi usa inc,bacardi gold mini,12,500,5.54,8.31,12,99.72,6.0,1.58,2019,2,6,2
hy-vee,atlantic,50022,POINT (-94.990031 41.403856),cass,gold rum,bacardi usa inc,bacardi gold mini,12,50,5.54,8.31,2,16.62,0.1,0.02,2019,12,28,5
southside liquor & tobacco,iowa city,52240,POINT (-91.52741 41.643807),johnson,gold rum,bacardi usa inc,bacardi gold mini,12,500,5.54,8.31,12,99.72,6.0,1.58,2019,5,7,1
smokin joe's,coralville,52241,POINT (-91.599549 41.68363),johnson,gold rum,bacardi usa inc,bacardi gold mini,12,50,5.54,8.31,2,16.62,0.1,0.02,2020,3,5,3
smokin' joe's,iowa city,52240,POINT (-91.520308 41.641383),johnson,gold rum,bacardi usa inc,bacardi gold,24,375,4.5,6.75,3,20.25,1.12,0.29,2019,1,22,1
pit stop liquors,newton,50208,POINT (-93.035654 41.699173),jasper,gold rum,bacardi usa inc,bacardi gold rum,24,375,4.5,6.75,1,6.75,0.37,0.09,2018,9,6,3
johncy's liquor store,north liberty,52317,POINT (-91.60761 41.738129),johnson,gold rum,bacardi usa inc,bacardi gold,24,375,4.5,6.75,3,20.25,1.12,0.29,2019,7,16,1
mega saver,council bluffs,51501,POINT (-95.903763 41.261907),pottawatta,gold rum,bacardi usa inc,bacardi gold rum,24,375,4.5,6.75,3,20.25,1.12,0.29,2018,9,14,4
new star,waterloo,50702,POINT (-92.367142 42.489119),black hawk,gold rum,bacardi usa inc,bacardi gold rum,24,375,4.5,6.75,5,33.75,1.88,0.5,2018,5,22,1
smokin joe's,coralville,52241,POINT (-91.599549 41.68363),johnson,gold rum,bacardi usa inc,bacardi gold,24,375,4.5,6.75,1,6.75,0.37,0.09,2020,10,29,3
smokin' joe's,davenport,52802,POINT (-90.621541 41.510082),scott,gold rum,bacardi usa inc,bacardi gold,24,375,4.5,6.75,1,6.75,0.37,0.09,2019,1,28,0
tobacco hut & liquor,council bluffs,51501,POINT (-95.847514 41.228712),pottawatta,gold rum,bacardi usa inc,bacardi gold,24,375,4.5,6.75,3,20.25,1.12,0.29,2020,10,21,2
hy-vee,sioux city,51106,POINT (-96.346969 42.447396),woodbury,gold rum,bacardi usa inc,bacardi gold rum,24,375,4.5,6.75,1,6.75,0.37,0.09,2016,8,31,2
cody mart gas & liquor,le claire,52753,POINT (-90.34429 41.611036),scott,gold rum,bacardi usa inc,bacardi gold,24,375,4.5,6.75,1,6.75,0.37,0.09,2020,8,3,0
oasis,des moines,50309,POINT (-93.624735 41.575661),polk,gold rum,bacardi usa inc,bacardi gold,24,375,4.5,6.75,3,20.25,1.12,0.29,2018,10,5,4
hy-vee,iowa city,52240,POINT (-91.518868 41.676095),johnson,gold rum,bacardi usa inc,bacardi gold,24,375,4.5,6.75,3,20.25,1.12,0.29,2019,3,26,1
pump n pak,rock valley,51247,POINT (-96.294824 43.200164),sioux,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,6,85.5,6.0,1.58,2020,11,24,1
hy-vee,boone,50036,POINT (-93.876159 42.06479800000001),boone,gold rum,bacardi usa inc,bacardi gold rum,12,1000,9.5,14.25,4,57.0,4.0,1.05,2018,8,7,1
audubon food land,audubon,50025,POINT (-94.93625 41.723057),audubon,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,6,85.5,6.0,1.58,2020,10,13,1
lake liquors wine and spirits,clear lake,50428,POINT (-93.396651 43.142775),cerro gord,gold rum,bacardi usa inc,bacardi gold rum,12,1000,9.5,14.25,4,57.0,4.0,1.06,2018,5,10,3
"giggle juice liquor station, llc",anamosa,52205,POINT (-91.29083400000002 42.108203),jones,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,2,28.5,2.0,0.52,2020,8,14,4
hy-vee,waverly,50677,POINT (-92.475403 42.712263),bremer,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,2,28.5,2.0,0.52,2020,8,11,1
c b liquor,oskaloosa,52577,POINT (-92.631487 41.296286),buchanan,gold rum,bacardi usa inc,bacardi gold rum,12,1000,9.5,14.25,4,57.0,4.0,1.06,2017,12,27,2
liquor on the corner,cherokee,51012,POINT (-95.547298 42.749597),cherokee,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,4,57.0,4.0,1.05,2019,11,11,0
bender foods,guttenberg,52052,POINT (-91.100489 42.77964),clayton,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,4,57.0,4.0,1.05,2020,4,17,4
strawberry foods and deli,strawberry point,52076,POINT (-91.535736 42.683731),clayton,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,6,85.5,6.0,1.58,2020,10,20,1
pit stop liquors,newton,50208,POINT (-93.035654 41.699173),jasper,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,2,28.5,2.0,0.52,2019,12,31,1
tri stop,lost nation,52254,POINT (-90.817528 41.967498),clinton,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,4,57.0,4.0,1.05,2019,2,4,0
cyclone liquors,ames,50010,POINT (-93.618911 42.022854),story,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,2,28.5,2.0,0.52,2018,10,3,2
lake liquors wine and spirits,clear lake,50428,POINT (-93.396651 43.142775),cerro gord,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,4,57.0,4.0,1.05,2020,8,20,3
quick shop,clear lake,50428,POINT (-93.378772 43.142868),cerro gord,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,2,28.5,2.0,0.52,2018,10,18,3
hy-vee,storm lake,50588,POINT (-95.200758 42.65318400000001),buena vist,gold rum,bacardi usa inc,bacardi gold,12,1000,9.5,14.25,2,28.5,2.0,0.52,2019,3,5,1
hy-vee,fort madison,52627,POINT (-91.343544 40.626988),lee,gold rum,bacardi usa inc,bacardi gold,6,1750,15.0,22.5,3,67.5,5.25,1.38,2019,1,28,0
hy-vee,cedar falls,50613,POINT (-92.435236 42.512789),black hawk,gold rum,bacardi usa inc,bacardi gold,6,1750,15.0,22.5,42,945.0,73.5,19.41,2020,10,13,1
sam's club,ankeny,50021,POINT (-93.581273 41.691),polk,gold rum,bacardi usa inc,bacardi gold,6,1750,15.0,22.5,30,675.0,52.5,13.86,2020,4,29,2
hy-vee,muscatine,52761,POINT (-91.04437 41.426615),muscatine,gold rum,bacardi usa inc,bacardi gold,6,1750,15.0,22.5,30,675.0,52.5,13.86,2019,11,4,0
hy-vee,council bluffs,51503,POINT (-95.825137 41.242732),pottawatta,gold rum,bacardi usa inc,bacardi gold rum,6,1750,15.0,22.5,60,1350.0,105.0,27.74,2018,6,11,0
hy-vee,council bluffs,51503,POINT (-95.825137 41.242732),pottawatta,gold rum,bacardi usa inc,bacardi gold,6,1750,15.0,22.5,24,540.0,42.0,11.09,2019,2,25,0
hy-vee,bettendorf,52722,POINT (-90.483701 41.552338),scott,gold rum,bacardi usa inc,bacardi gold,6,1750,15.0,22.5,24,540.0,42.0,11.09,2020,11,27,4
hy-vee,newton,50208,POINT (-93.034296 41.69916),jasper,gold rum,bacardi usa inc,bacardi gold rum,6,1750,15.0,22.5,4,90.0,7.0,1.85,2017,9,7,3
hy-vee,sioux city,51104,POINT (-96.417783 42.519886),woodbury,gold rum,bacardi usa inc,bacardi gold,6,1750,15.0,22.5,3,67.5,5.25,1.38,2019,7,30,1
hy-vee,toledo,52342,POINT (-92.581694 41.985234),tama,gold rum,bacardi usa inc,bacardi gold,6,1750,15.0,22.5,5,112.5,8.75,2.31,2020,8,4,1
city liquor,iowa city,52240,POINT (-91.530225 41.656031),johnson,gold rum,bacardi usa inc,bacardi gold,6,1750,15.0,22.5,3,67.5,5.25,1.38,2020,7,21,1
phillips 66,grinnell,50112,POINT (-92.727379 41.745903),poweshiek,gold rum,bacardi usa inc,bacardi gold rum,6,1750,15.0,22.5,3,67.5,5.25,1.38,2018,9,17,0
hy-vee,davenport,52804,POINT (-90.611972 41.538207),scott,gold rum,bacardi usa inc,bacardi gold,6,1750,15.0,22.5,30,675.0,52.5,13.86,2020,5,5,1
round window liquor,knoxville,50138,POINT (-93.10564100000002 41.320746),marion,gold rum,luxco inc,paramount gold rum,12,1000,4.42,6.63,2,13.26,2.0,0.52,2019,1,16,2
main street market of anita,anita,50020,POINT (-94.765365 41.444887),cass,gold rum,luxco inc,paramount gold rum,12,1000,4.42,6.63,2,13.26,2.0,0.52,2019,7,12,4
audubon food land,audubon,50025,POINT (-94.93625 41.723057),audubon,gold rum,luxco inc,paramount gold rum,12,1000,4.42,6.63,6,39.78,6.0,1.58,2019,7,2,1
aj's liquor iii,ames,50010,POINT (-93.648959 42.021456),story,gold rum,luxco inc,paramount gold rum,12,1000,4.42,6.63,72,477.36,72.0,19.02,2019,1,24,3
